date,center,city,volunteer,subject,students_present,homework_given,pt_done,prayer_done,extra_activity
2024-03-21,Bangalore-07,Bangalore,Vikram Singh,Language,30,True,False,True,False
2024-03-21,Bangalore-07,Bangalore,Meena Patel,Language,30,True,False,False,False
2024-03-21,Bangalore-07,Bangalore,Meena Patel,Maths,30,True,True,False,False
2024-03-21,Bangalore-07,Bangalore,Anita Desai,GK,30,True,True,True,False
2024-03-22,Pune-01,Pune,Meena Patel,Maths,15,True,True,False,False
2024-03-22,Pune-12,Pune,Meena Patel,Language,31,True,False,True,False
2024-03-22,Pune-12,Pune,Suresh Kumar,Language,31,True,True,True,False
2024-03-22,Mumbai-03,Mumbai,Suresh Kumar,GK,35,False,False,False,False
2024-03-22,Mumbai-03,Mumbai,Vikram Singh,Maths,35,True,True,False,False
2024-03-22,Mumbai-03,Mumbai,Rajesh Sharma,English,35,False,False,True,False
2024-03-22,Mumbai-03,Mumbai,Rajesh Sharma,English,35,True,False,True,False
2024-03-22,Delhi-05,Delhi,Rajesh Sharma,GK,16,True,False,False,True
2024-03-22,Delhi-05,Delhi,Meena Patel,Language,16,True,False,True,True
2024-03-22,Delhi-05,Delhi,Anita Desai,English,16,False,True,False,True
2024-03-22,Delhi-05,Delhi,Meena Patel,Language,16,True,True,True,True
2024-03-22,Bangalore-07,Bangalore,Meena Patel,GK,20,True,True,False,False
2024-03-22,Bangalore-07,Bangalore,Vikram Singh,GK,20,True,True,False,True
2024-03-22,Bangalore-07,Bangalore,Suresh Kumar,Language,20,True,False,False,True
2024-03-23,Pune-01,Pune,Suresh Kumar,English,28,True,False,True,True
2024-03-23,Pune-01,Pune,Rajesh Sharma,Language,28,False,False,False,False
2024-03-23,Pune-01,Pune,Vikram Singh,Language,28,True,False,True,False
2024-03-23,Pune-12,Pune,Vikram Singh,Maths,27,True,True,True,False
2024-03-23,Mumbai-03,Mumbai,Rajesh Sharma,Language,27,False,False,False,True
2024-03-23,Mumbai-03,Mumbai,Suresh Kumar,Maths,27,False,False,True,True
2024-03-23,Delhi-05,Delhi,Suresh Kumar,Language,31,False,False,True,False
2024-03-23,Delhi-05,Delhi,Suresh Kumar,Maths,31,True,True,True,True
2024-03-23,Delhi-05,Delhi,Anita Desai,Maths,31,True,True,True,False
2024-03-23,Bangalore-07,Bangalore,Vikram Singh,Language,32,True,True,True,False
2024-03-23,Bangalore-07,Bangalore,Vikram Singh,English,32,True,True,True,False
2024-03-23,Bangalore-07,Bangalore,Vikram Singh,Maths,32,True,False,False,True
2024-03-24,Pune-01,Pune,Suresh Kumar,English,27,True,True,False,False
2024-03-24,Pune-12,Pune,Rajesh Sharma,Language,17,False,True,True,False
2024-03-24,Pune-12,Pune,Rajesh Sharma,Maths,17,False,True,False,False
2024-03-24,Mumbai-03,Mumbai,Vikram Singh,GK,19,True,False,True,True
2024-03-24,Mumbai-03,Mumbai,Meena Patel,GK,19,True,False,False,False
2024-03-24,Delhi-05,Delhi,Anita Desai,GK,19,True,False,False,True
2024-03-24,Bangalore-07,Bangalore,Meena Patel,Language,34,True,True,True,False
2024-03-24,Bangalore-07,Bangalore,Anita Desai,Maths,34,True,True,True,False
2024-03-25,Pune-01,Pune,Rajesh Sharma,English,21,False,False,False,False
2024-03-25,Pune-12,Pune,Suresh Kumar,Maths,28,True,False,True,False
2024-03-25,Pune-12,Pune,Anita Desai,English,28,True,False,False,False
2024-03-25,Pune-12,Pune,Vikram Singh,Language,28,True,False,True,True
2024-03-25,Mumbai-03,Mumbai,Vikram Singh,English,19,True,False,False,False
2024-03-25,Mumbai-03,Mumbai,Meena Patel,GK,19,True,False,True,True
2024-03-25,Delhi-05,Delhi,Rajesh Sharma,English,15,True,False,True,False
2024-03-25,Delhi-05,Delhi,Suresh Kumar,English,15,True,False,False,False
2024-03-25,Bangalore-07,Bangalore,Suresh Kumar,English,34,True,False,True,True
2024-03-26,Pune-01,Pune,Rajesh Sharma,English,15,True,True,True,True
2024-03-26,Pune-01,Pune,Suresh Kumar,GK,15,True,True,False,True
2024-03-26,Pune-01,Pune,Rajesh Sharma,Language,15,True,False,False,False
2024-03-26,Pune-01,Pune,Rajesh Sharma,GK,15,True,False,False,False
2024-03-26,Pune-12,Pune,Anita Desai,Language,34,True,True,False,False
2024-03-26,Pune-12,Pune,Vikram Singh,English,34,False,False,False,True
2024-03-26,Pune-12,Pune,Vikram Singh,Maths,34,True,True,False,False
2024-03-26,Pune-12,Pune,Suresh Kumar,Maths,34,False,False,True,True
2024-03-26,Mumbai-03,Mumbai,Rajesh Sharma,Maths,33,True,False,True,True
2024-03-26,Mumbai-03,Mumbai,Suresh Kumar,English,33,True,False,True,False
2024-03-26,Mumbai-03,Mumbai,Meena Patel,Maths,33,False,False,True,True
2024-03-26,Delhi-05,Delhi,Rajesh Sharma,English,39,True,False,True,False
2024-03-26,Bangalore-07,Bangalore,Anita Desai,English,20,True,True,False,False
2024-03-27,Mumbai-03,Mumbai,Meena Patel,Maths,39,True,False,True,True
2024-03-27,Mumbai-03,Mumbai,Vikram Singh,Language,39,True,True,False,True
2024-03-27,Mumbai-03,Mumbai,Anita Desai,English,39,True,False,False,False
2024-03-27,Mumbai-03,Mumbai,Anita Desai,English,39,False,False,False,False
2024-03-27,Bangalore-07,Bangalore,Meena Patel,GK,28,True,True,False,False
2024-03-28,Pune-01,Pune,Meena Patel,English,18,True,False,True,False
2024-03-28,Pune-01,Pune,Anita Desai,GK,18,True,False,False,False
2024-03-28,Pune-01,Pune,Suresh Kumar,GK,18,False,True,True,False
2024-03-28,Pune-01,Pune,Suresh Kumar,Language,18,False,True,True,True
2024-03-28,Delhi-05,Delhi,Meena Patel,GK,38,True,True,False,True
2024-03-28,Delhi-05,Delhi,Suresh Kumar,GK,38,False,True,False,True
2024-03-28,Bangalore-07,Bangalore,Rajesh Sharma,GK,30,True,False,False,False
2024-03-28,Bangalore-07,Bangalore,Suresh Kumar,Language,30,True,True,False,True
2024-03-28,Bangalore-07,Bangalore,Meena Patel,Language,30,True,True,False,False
2024-03-28,Bangalore-07,Bangalore,Suresh Kumar,Maths,30,True,False,True,False
2024-03-29,Pune-12,Pune,Suresh Kumar,GK,15,False,False,False,False
2024-03-29,Pune-12,Pune,Rajesh Sharma,English,15,False,False,True,False
2024-03-29,Pune-12,Pune,Anita Desai,English,15,True,False,False,False
2024-03-29,Pune-12,Pune,Meena Patel,English,15,False,False,True,False
2024-03-29,Mumbai-03,Mumbai,Meena Patel,English,19,True,False,False,True
2024-03-29,Mumbai-03,Mumbai,Rajesh Sharma,English,19,True,False,False,True
2024-03-29,Mumbai-03,Mumbai,Vikram Singh,English,19,True,True,True,False
2024-03-29,Mumbai-03,Mumbai,Meena Patel,GK,19,True,False,False,True
2024-03-29,Delhi-05,Delhi,Meena Patel,GK,38,True,False,True,False
2024-03-29,Delhi-05,Delhi,Anita Desai,Language,38,True,False,False,False
2024-03-29,Bangalore-07,Bangalore,Meena Patel,English,27,True,True,False,False
2024-03-29,Bangalore-07,Bangalore,Rajesh Sharma,Language,27,True,False,False,False
2024-03-29,Bangalore-07,Bangalore,Suresh Kumar,Language,27,True,False,True,False
2024-03-29,Bangalore-07,Bangalore,Vikram Singh,Maths,27,True,False,True,False
2024-03-30,Pune-01,Pune,Suresh Kumar,English,15,True,False,True,False
2024-03-30,Pune-01,Pune,Vikram Singh,Language,15,False,False,False,False
2024-03-30,Pune-01,Pune,Suresh Kumar,Language,15,False,True,True,False
2024-03-30,Pune-12,Pune,Rajesh Sharma,GK,21,True,False,False,False
2024-03-30,Pune-12,Pune,Vikram Singh,GK,21,True,False,False,False
2024-03-30,Pune-12,Pune,Rajesh Sharma,GK,21,True,False,False,True
2024-03-30,Pune-12,Pune,Suresh Kumar,Language,21,True,True,True,True
2024-03-30,Mumbai-03,Mumbai,Vikram Singh,Language,15,False,False,True,False
2024-03-30,Mumbai-03,Mumbai,Suresh Kumar,Maths,15,False,True,True,False
2024-03-30,Mumbai-03,Mumbai,Meena Patel,Maths,15,True,False,True,False
2024-03-30,Mumbai-03,Mumbai,Rajesh Sharma,English,15,True,True,False,False
2024-03-30,Delhi-05,Delhi,Meena Patel,Maths,23,False,True,True,True
2024-03-30,Delhi-05,Delhi,Meena Patel,English,23,True,False,False,False
2024-03-30,Bangalore-07,Bangalore,Suresh Kumar,Language,39,True,False,True,False
2024-03-30,Bangalore-07,Bangalore,Rajesh Sharma,Language,39,True,True,False,True
2024-03-31,Mumbai-03,Mumbai,Meena Patel,GK,33,False,True,False,False
2024-03-31,Mumbai-03,Mumbai,Anita Desai,Language,33,False,False,True,True
2024-03-31,Delhi-05,Delhi,Rajesh Sharma,Maths,32,True,True,True,True
2024-03-31,Delhi-05,Delhi,Vikram Singh,Maths,32,False,True,False,False
2024-03-31,Delhi-05,Delhi,Meena Patel,English,32,True,False,False,False
2024-04-01,Pune-01,Pune,Rajesh Sharma,Maths,18,True,False,False,False
2024-04-01,Pune-01,Pune,Vikram Singh,GK,18,True,True,True,False
2024-04-01,Pune-01,Pune,Rajesh Sharma,English,18,False,True,False,False
2024-04-01,Pune-12,Pune,Vikram Singh,Maths,34,True,False,False,False
2024-04-01,Pune-12,Pune,Vikram Singh,Maths,34,False,True,False,False
2024-04-01,Pune-12,Pune,Rajesh Sharma,GK,34,False,False,True,False
2024-04-01,Pune-12,Pune,Vikram Singh,English,34,True,True,True,False
2024-04-01,Mumbai-03,Mumbai,Rajesh Sharma,Maths,17,True,True,False,True
2024-04-01,Mumbai-03,Mumbai,Vikram Singh,Language,17,True,True,True,False
2024-04-01,Mumbai-03,Mumbai,Meena Patel,English,17,False,False,False,False
2024-04-01,Mumbai-03,Mumbai,Suresh Kumar,GK,17,False,False,False,True
2024-04-01,Delhi-05,Delhi,Rajesh Sharma,GK,17,True,False,False,True
2024-04-01,Bangalore-07,Bangalore,Rajesh Sharma,English,32,True,False,False,False
2024-04-01,Bangalore-07,Bangalore,Rajesh Sharma,Maths,32,True,False,True,False
2024-04-01,Bangalore-07,Bangalore,Meena Patel,English,32,True,True,False,False
2024-04-01,Bangalore-07,Bangalore,Suresh Kumar,Maths,32,True,False,True,True
2024-04-02,Pune-01,Pune,Suresh Kumar,Language,18,False,True,True,False
2024-04-02,Pune-01,Pune,Rajesh Sharma,GK,18,False,False,False,False
2024-04-02,Mumbai-03,Mumbai,Vikram Singh,English,16,True,False,True,False
2024-04-02,Delhi-05,Delhi,Anita Desai,English,39,True,False,False,False
2024-04-02,Delhi-05,Delhi,Rajesh Sharma,Maths,39,True,True,True,True
2024-04-02,Bangalore-07,Bangalore,Meena Patel,Maths,19,False,False,False,True
2024-04-02,Bangalore-07,Bangalore,Meena Patel,Maths,19,True,False,True,False
2024-04-02,Bangalore-07,Bangalore,Meena Patel,English,19,True,True,True,False
2024-04-03,Pune-01,Pune,Rajesh Sharma,Language,35,False,False,False,True
2024-04-03,Pune-01,Pune,Rajesh Sharma,Maths,35,True,True,True,True
2024-04-03,Pune-01,Pune,Anita Desai,GK,35,True,True,True,True
2024-04-03,Pune-01,Pune,Suresh Kumar,GK,35,False,False,False,False
2024-04-03,Mumbai-03,Mumbai,Anita Desai,GK,35,True,True,False,True
2024-04-03,Mumbai-03,Mumbai,Suresh Kumar,GK,35,True,False,True,False
2024-04-03,Delhi-05,Delhi,Rajesh Sharma,English,16,False,False,False,False
2024-04-03,Delhi-05,Delhi,Suresh Kumar,Language,16,True,False,True,False
2024-04-03,Delhi-05,Delhi,Suresh Kumar,Maths,16,True,False,False,True
2024-04-03,Delhi-05,Delhi,Rajesh Sharma,Language,16,False,True,True,False
2024-04-04,Pune-01,Pune,Meena Patel,Maths,18,False,False,False,False
2024-04-04,Pune-01,Pune,Anita Desai,English,18,True,False,True,True
2024-04-04,Pune-01,Pune,Anita Desai,GK,18,True,True,True,False
2024-04-04,Delhi-05,Delhi,Anita Desai,Maths,26,True,True,False,True
2024-04-04,Delhi-05,Delhi,Suresh Kumar,GK,26,False,True,True,False
2024-04-04,Delhi-05,Delhi,Suresh Kumar,Language,26,True,False,False,False
2024-04-05,Pune-01,Pune,Vikram Singh,Language,26,True,True,True,False
2024-04-05,Pune-01,Pune,Anita Desai,Language,26,True,False,False,False
2024-04-05,Pune-12,Pune,Meena Patel,Language,21,True,False,False,False
2024-04-05,Pune-12,Pune,Rajesh Sharma,GK,21,True,False,False,False
2024-04-05,Delhi-05,Delhi,Suresh Kumar,English,18,True,True,False,True
2024-04-05,Delhi-05,Delhi,Anita Desai,Maths,18,True,True,False,False
2024-04-06,Pune-01,Pune,Rajesh Sharma,Maths,27,True,True,False,False
2024-04-06,Pune-01,Pune,Anita Desai,Maths,27,True,False,False,True
2024-04-06,Pune-01,Pune,Rajesh Sharma,GK,27,True,False,True,False
2024-04-06,Pune-01,Pune,Suresh Kumar,English,27,True,True,False,False
2024-04-06,Mumbai-03,Mumbai,Suresh Kumar,Maths,35,False,False,True,False
2024-04-06,Bangalore-07,Bangalore,Vikram Singh,Language,38,True,False,False,True
2024-04-06,Bangalore-07,Bangalore,Rajesh Sharma,English,38,True,False,True,False
2024-04-06,Bangalore-07,Bangalore,Meena Patel,Language,38,False,True,True,True
2024-04-07,Pune-01,Pune,Rajesh Sharma,GK,20,False,True,False,False
2024-04-07,Pune-01,Pune,Anita Desai,Language,20,True,False,False,False
2024-04-07,Pune-12,Pune,Suresh Kumar,GK,22,False,False,False,False
2024-04-07,Pune-12,Pune,Meena Patel,Maths,22,True,True,False,True
2024-04-07,Mumbai-03,Mumbai,Rajesh Sharma,Maths,34,True,True,False,True
2024-04-07,Delhi-05,Delhi,Vikram Singh,GK,35,False,True,False,True
2024-04-07,Delhi-05,Delhi,Suresh Kumar,Language,35,True,True,True,True
2024-04-07,Delhi-05,Delhi,Suresh Kumar,English,35,True,False,False,True
2024-04-07,Delhi-05,Delhi,Suresh Kumar,English,35,True,False,True,False
2024-04-07,Bangalore-07,Bangalore,Vikram Singh,Maths,31,True,False,True,False
2024-04-07,Bangalore-07,Bangalore,Anita Desai,English,31,True,True,True,False
2024-04-07,Bangalore-07,Bangalore,Vikram Singh,Maths,31,True,False,True,False
2024-04-08,Pune-01,Pune,Rajesh Sharma,English,23,True,False,True,True
2024-04-08,Pune-12,Pune,Meena Patel,Language,33,True,False,True,False
2024-04-08,Mumbai-03,Mumbai,Rajesh Sharma,GK,30,True,True,True,True
2024-04-08,Mumbai-03,Mumbai,Anita Desai,Language,30,True,False,False,False
2024-04-08,Mumbai-03,Mumbai,Rajesh Sharma,Language,30,False,True,True,False
2024-04-08,Delhi-05,Delhi,Anita Desai,Maths,32,True,True,True,True
2024-04-08,Bangalore-07,Bangalore,Anita Desai,Language,35,True,True,False,False
2024-04-09,Pune-01,Pune,Anita Desai,Maths,31,True,True,False,False
2024-04-09,Pune-01,Pune,Rajesh Sharma,English,31,True,True,False,False
2024-04-09,Pune-01,Pune,Rajesh Sharma,English,31,False,False,True,False
2024-04-09,Pune-01,Pune,Vikram Singh,English,31,True,True,False,False
2024-04-09,Pune-12,Pune,Suresh Kumar,GK,19,True,False,False,True
2024-04-09,Mumbai-03,Mumbai,Rajesh Sharma,Maths,33,True,True,False,False
2024-04-09,Mumbai-03,Mumbai,Suresh Kumar,Maths,33,True,False,False,False
2024-04-09,Mumbai-03,Mumbai,Rajesh Sharma,Maths,33,True,True,True,True
2024-04-09,Mumbai-03,Mumbai,Anita Desai,Language,33,True,False,True,False
2024-04-09,Bangalore-07,Bangalore,Vikram Singh,Maths,21,True,True,True,False
2024-04-09,Bangalore-07,Bangalore,Anita Desai,English,21,False,False,True,False
2024-04-09,Bangalore-07,Bangalore,Anita Desai,Language,21,False,True,True,False
2024-04-09,Bangalore-07,Bangalore,Rajesh Sharma,English,21,True,False,True,False
2024-04-10,Pune-01,Pune,Rajesh Sharma,GK,21,True,True,True,True
2024-04-10,Pune-01,Pune,Vikram Singh,Maths,21,False,True,True,False
2024-04-10,Pune-12,Pune,Anita Desai,Language,22,False,False,True,False
2024-04-10,Pune-12,Pune,Suresh Kumar,Language,22,False,True,False,False
2024-04-10,Pune-12,Pune,Meena Patel,English,22,True,False,False,False
2024-04-10,Mumbai-03,Mumbai,Rajesh Sharma,Maths,24,True,False,True,True
2024-04-10,Mumbai-03,Mumbai,Anita Desai,GK,24,True,True,False,False
2024-04-10,Delhi-05,Delhi,Vikram Singh,Language,19,True,False,False,False
2024-04-10,Delhi-05,Delhi,Anita Desai,English,19,False,False,True,True
2024-04-10,Delhi-05,Delhi,Vikram Singh,Language,19,True,False,False,False
2024-04-10,Delhi-05,Delhi,Suresh Kumar,Maths,19,True,True,False,False
2024-04-10,Bangalore-07,Bangalore,Rajesh Sharma,Maths,27,True,False,True,False
2024-04-10,Bangalore-07,Bangalore,Anita Desai,GK,27,True,False,True,False
2024-04-10,Bangalore-07,Bangalore,Anita Desai,English,27,True,False,True,False
2024-04-10,Bangalore-07,Bangalore,Suresh Kumar,English,27,False,True,False,False
2024-04-11,Pune-01,Pune,Vikram Singh,Maths,34,True,False,False,False
2024-04-11,Pune-01,Pune,Meena Patel,GK,34,True,False,False,False
2024-04-11,Pune-12,Pune,Rajesh Sharma,GK,39,True,False,False,False
2024-04-11,Pune-12,Pune,Suresh Kumar,Maths,39,True,False,True,False
2024-04-11,Delhi-05,Delhi,Suresh Kumar,Maths,24,True,True,True,False
2024-04-11,Delhi-05,Delhi,Rajesh Sharma,English,24,True,True,True,False
2024-04-11,Bangalore-07,Bangalore,Vikram Singh,Maths,16,True,True,False,True
2024-04-12,Pune-12,Pune,Rajesh Sharma,English,20,True,True,False,False
2024-04-12,Pune-12,Pune,Rajesh Sharma,Language,20,False,True,False,False
2024-04-12,Delhi-05,Delhi,Meena Patel,Language,23,False,False,False,False
2024-04-12,Delhi-05,Delhi,Anita Desai,GK,23,True,True,False,False
2024-04-12,Delhi-05,Delhi,Anita Desai,Maths,23,True,True,False,True
2024-04-12,Bangalore-07,Bangalore,Anita Desai,GK,33,False,True,False,False
2024-04-12,Bangalore-07,Bangalore,Anita Desai,English,33,True,False,True,False
2024-04-12,Bangalore-07,Bangalore,Meena Patel,GK,33,True,False,False,True
2024-04-12,Bangalore-07,Bangalore,Anita Desai,GK,33,False,False,True,False
2024-04-13,Pune-01,Pune,Vikram Singh,Language,20,False,True,False,False
2024-04-13,Pune-01,Pune,Vikram Singh,Maths,20,True,True,False,False
2024-04-13,Pune-12,Pune,Suresh Kumar,English,17,True,False,True,False
2024-04-13,Pune-12,Pune,Suresh Kumar,Maths,17,False,True,True,False
2024-04-13,Pune-12,Pune,Rajesh Sharma,Language,17,True,False,True,True
2024-04-13,Pune-12,Pune,Meena Patel,English,17,True,True,False,False
2024-04-13,Mumbai-03,Mumbai,Anita Desai,GK,21,False,False,True,True
2024-04-13,Mumbai-03,Mumbai,Rajesh Sharma,English,21,True,True,False,True
2024-04-13,Mumbai-03,Mumbai,Meena Patel,GK,21,True,True,True,False
2024-04-13,Delhi-05,Delhi,Anita Desai,Language,18,True,True,False,False
2024-04-13,Delhi-05,Delhi,Meena Patel,Language,18,True,False,True,True
2024-04-13,Delhi-05,Delhi,Vikram Singh,GK,18,True,False,True,True
2024-04-13,Bangalore-07,Bangalore,Anita Desai,English,21,True,False,True,False
2024-04-14,Pune-01,Pune,Suresh Kumar,Maths,19,True,False,False,False
2024-04-14,Pune-12,Pune,Anita Desai,Maths,35,True,True,True,False
2024-04-14,Pune-12,Pune,Vikram Singh,Maths,35,False,True,False,False
2024-04-14,Mumbai-03,Mumbai,Meena Patel,Language,34,True,True,False,False
2024-04-14,Delhi-05,Delhi,Meena Patel,GK,17,True,False,False,False
2024-04-14,Delhi-05,Delhi,Vikram Singh,Maths,17,True,True,False,True
2024-04-15,Pune-12,Pune,Suresh Kumar,Maths,31,False,True,True,False
2024-04-15,Pune-12,Pune,Anita Desai,Maths,31,True,True,True,True
2024-04-15,Mumbai-03,Mumbai,Vikram Singh,Maths,26,False,False,True,True
2024-04-15,Delhi-05,Delhi,Suresh Kumar,Language,32,True,False,True,True
2024-04-16,Pune-01,Pune,Vikram Singh,English,32,True,True,True,False
2024-04-16,Pune-01,Pune,Rajesh Sharma,Maths,32,True,False,False,False
2024-04-16,Pune-01,Pune,Meena Patel,Language,32,True,False,True,False
2024-04-16,Delhi-05,Delhi,Suresh Kumar,GK,16,True,False,True,True
2024-04-16,Delhi-05,Delhi,Rajesh Sharma,Language,16,True,False,False,False
2024-04-16,Delhi-05,Delhi,Anita Desai,Language,16,True,False,True,False
2024-04-16,Bangalore-07,Bangalore,Anita Desai,Maths,37,True,False,False,False
2024-04-17,Pune-01,Pune,Vikram Singh,Maths,21,True,False,True,False
2024-04-17,Pune-01,Pune,Vikram Singh,English,21,False,True,False,False
2024-04-17,Pune-01,Pune,Vikram Singh,GK,21,False,True,True,False
2024-04-17,Pune-12,Pune,Anita Desai,Language,20,True,False,False,False
2024-04-17,Pune-12,Pune,Anita Desai,English,20,False,False,False,True
2024-04-17,Pune-12,Pune,Vikram Singh,English,20,False,True,True,False
2024-04-17,Mumbai-03,Mumbai,Meena Patel,GK,37,False,False,False,False
2024-04-17,Mumbai-03,Mumbai,Anita Desai,GK,37,True,True,False,False
2024-04-17,Delhi-05,Delhi,Vikram Singh,Maths,36,True,True,True,False
2024-04-17,Delhi-05,Delhi,Meena Patel,GK,36,True,False,True,False
2024-04-17,Bangalore-07,Bangalore,Anita Desai,Language,29,True,True,True,False
2024-04-17,Bangalore-07,Bangalore,Rajesh Sharma,English,29,True,False,False,False
2024-04-18,Pune-01,Pune,Rajesh Sharma,GK,30,True,True,False,False
2024-04-18,Pune-01,Pune,Meena Patel,Language,30,True,True,False,False
2024-04-18,Pune-01,Pune,Meena Patel,Maths,30,True,False,False,False
2024-04-18,Pune-12,Pune,Suresh Kumar,Language,19,True,True,True,False
2024-04-18,Pune-12,Pune,Rajesh Sharma,Language,19,False,False,True,False
2024-04-18,Pune-12,Pune,Meena Patel,Maths,19,True,False,False,False
2024-04-18,Delhi-05,Delhi,Rajesh Sharma,Maths,35,False,True,True,False
2024-04-18,Delhi-05,Delhi,Meena Patel,Maths,35,True,False,False,False
2024-04-18,Bangalore-07,Bangalore,Rajesh Sharma,English,36,True,False,False,False
2024-04-19,Pune-01,Pune,Suresh Kumar,GK,36,False,False,False,False
2024-04-19,Pune-01,Pune,Rajesh Sharma,English,36,True,False,False,False
2024-04-19,Pune-01,Pune,Vikram Singh,Maths,36,True,False,True,True
2024-04-19,Pune-12,Pune,Vikram Singh,Language,37,True,False,False,True
2024-04-19,Pune-12,Pune,Anita Desai,Maths,37,True,True,False,True
2024-04-19,Pune-12,Pune,Anita Desai,Maths,37,True,True,True,False
2024-04-19,Pune-12,Pune,Meena Patel,Maths,37,True,True,True,False
2024-04-19,Mumbai-03,Mumbai,Anita Desai,English,33,True,False,False,False
2024-04-19,Mumbai-03,Mumbai,Suresh Kumar,GK,33,True,True,False,False
2024-04-19,Mumbai-03,Mumbai,Suresh Kumar,Language,33,False,False,False,False
2024-04-19,Mumbai-03,Mumbai,Suresh Kumar,English,33,True,False,True,False
2024-04-19,Delhi-05,Delhi,Suresh Kumar,Maths,18,True,True,True,True
2024-04-19,Bangalore-07,Bangalore,Vikram Singh,English,17,False,True,False,True
2024-04-20,Pune-01,Pune,Rajesh Sharma,English,37,True,True,True,False
2024-04-20,Pune-12,Pune,Rajesh Sharma,GK,21,True,True,True,False
2024-04-20,Pune-12,Pune,Anita Desai,Maths,21,True,True,True,True
2024-04-20,Mumbai-03,Mumbai,Suresh Kumar,Maths,30,False,False,True,False
2024-04-20,Mumbai-03,Mumbai,Rajesh Sharma,English,30,True,False,True,False
2024-04-20,Mumbai-03,Mumbai,Rajesh Sharma,Maths,30,False,True,True,False
2024-04-20,Mumbai-03,Mumbai,Rajesh Sharma,English,30,False,False,False,False
2024-04-20,Delhi-05,Delhi,Meena Patel,Maths,21,True,False,True,False
2024-04-20,Delhi-05,Delhi,Suresh Kumar,Language,21,True,True,False,False
2024-04-20,Delhi-05,Delhi,Anita Desai,Maths,21,False,False,True,True
2024-04-20,Bangalore-07,Bangalore,Rajesh Sharma,Maths,36,True,False,True,False
2024-04-20,Bangalore-07,Bangalore,Rajesh Sharma,English,36,True,False,True,False
2024-04-21,Pune-01,Pune,Meena Patel,English,32,True,False,False,False
2024-04-21,Pune-12,Pune,Rajesh Sharma,Maths,22,True,False,True,False
2024-04-21,Pune-12,Pune,Suresh Kumar,GK,22,False,True,True,True
2024-04-21,Mumbai-03,Mumbai,Meena Patel,Language,15,True,False,False,True
2024-04-21,Mumbai-03,Mumbai,Anita Desai,Maths,15,False,False,False,False
2024-04-21,Mumbai-03,Mumbai,Rajesh Sharma,GK,15,False,True,False,False
2024-04-21,Delhi-05,Delhi,Suresh Kumar,Language,26,True,False,True,False
2024-04-21,Delhi-05,Delhi,Rajesh Sharma,GK,26,False,False,False,True
2024-04-21,Delhi-05,Delhi,Anita Desai,GK,26,False,False,False,False
2024-04-21,Delhi-05,Delhi,Vikram Singh,Language,26,True,False,True,False
2024-04-21,Bangalore-07,Bangalore,Meena Patel,GK,37,True,True,False,False
2024-04-21,Bangalore-07,Bangalore,Anita Desai,Language,37,False,True,False,False
2024-04-21,Bangalore-07,Bangalore,Anita Desai,Maths,37,True,False,True,False
2024-04-22,Pune-01,Pune,Rajesh Sharma,GK,28,True,False,True,False
2024-04-22,Pune-01,Pune,Meena Patel,English,28,True,True,True,False
2024-04-22,Pune-01,Pune,Meena Patel,Language,28,True,False,True,False
2024-04-22,Pune-01,Pune,Vikram Singh,GK,28,True,True,True,False
2024-04-22,Pune-12,Pune,Vikram Singh,Language,30,True,False,True,False
2024-04-22,Pune-12,Pune,Rajesh Sharma,English,30,True,False,True,False
2024-04-22,Pune-12,Pune,Suresh Kumar,English,30,False,True,True,False
2024-04-22,Mumbai-03,Mumbai,Suresh Kumar,Maths,18,True,False,False,False
2024-04-22,Bangalore-07,Bangalore,Vikram Singh,Maths,30,True,False,False,False
2024-04-22,Bangalore-07,Bangalore,Suresh Kumar,Language,30,True,False,False,True
2024-04-23,Pune-01,Pune,Anita Desai,English,37,False,True,False,True
2024-04-23,Pune-01,Pune,Anita Desai,Language,37,False,False,False,False
2024-04-23,Mumbai-03,Mumbai,Rajesh Sharma,English,16,True,True,True,False
2024-04-23,Delhi-05,Delhi,Vikram Singh,GK,33,True,False,False,False
2024-04-23,Delhi-05,Delhi,Rajesh Sharma,Language,33,True,False,True,False
2024-04-23,Bangalore-07,Bangalore,Rajesh Sharma,English,20,False,False,True,False
2024-04-23,Bangalore-07,Bangalore,Suresh Kumar,English,20,True,False,False,False
2024-04-23,Bangalore-07,Bangalore,Vikram Singh,GK,20,True,True,True,False
2024-04-24,Pune-01,Pune,Suresh Kumar,English,38,False,False,False,False
2024-04-24,Pune-12,Pune,Rajesh Sharma,GK,34,False,False,True,False
2024-04-24,Mumbai-03,Mumbai,Vikram Singh,Maths,34,False,True,False,False
2024-04-24,Delhi-05,Delhi,Suresh Kumar,GK,30,True,False,False,True
2024-04-24,Delhi-05,Delhi,Meena Patel,English,30,False,False,False,True
2024-04-24,Delhi-05,Delhi,Rajesh Sharma,English,30,False,True,False,False
2024-04-24,Delhi-05,Delhi,Anita Desai,Language,30,True,True,False,False
2024-04-25,Pune-01,Pune,Rajesh Sharma,GK,16,True,True,True,False
2024-04-25,Pune-01,Pune,Rajesh Sharma,English,16,False,False,False,False
2024-04-25,Pune-01,Pune,Rajesh Sharma,English,16,True,True,False,False
2024-04-25,Mumbai-03,Mumbai,Meena Patel,Language,24,True,False,True,False
2024-04-25,Mumbai-03,Mumbai,Rajesh Sharma,English,24,True,False,True,True
